label,text
1,hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only £10 at txtauction!txt word:start to no:81151 & get yours now!4t&
0,dude while were makin those weirdy brownies my sister made awesome cookies. i took pics.
1,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18
0,i accidentally deleted the message. resend please.
0,smith waste da.i wanna gayle.
0,i see. when we finish we have loads of loans to pay
0,ok lor thanx... ü in school?
0,love you aathi..love u lot..
1,please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!
0,yeah no probs - last night is obviously catching up with you... speak soon
0,"my friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
0,i know a few people i can hit up and fuck to the yes
1,private! your 2003 account statement for shows 800 un-redeemed s.i.m. points. call 08715203685 identifier code:4xx26 expires 13/10/04
0,no da if you run that it activate the full version da.
0,"the world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
0,good morning princess! happy new year!
0,can't take any major roles in community outreach. you rock mel
0,he's in lag. that's just the sad part but we keep in touch thanks to skype
1,get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only with the scotsman this saturday. to stop go2 notxt.co.uk
0,take something for pain. if it moves however to any side in the next 6hrs see a doctor.
0,"came to look at the flat, seems ok, in his 50s? * is away alot wiv work. got woman coming at 6.30 too."
0,"two fundamentals of cool life: ""walk, like you are the king""...! or ""walk like you dont care,whoever is the king""!... gud nyt"
0,can i get your opinion on something first?
0,lol please do. actually send a pic of yourself right now. i wanna see. pose with a comb and hair dryer or something.
0,wait 2 min..stand at bus stop
0,u can call now...
0,are you willing to go for apps class.
0,"true. it is passable. and if you get a high score and apply for phd, you get 5years of salary. so it makes life easier."
0,east coast
0,"merry christmas to you too babe, i love ya *kisses*"
0,jus finished avatar nigro
0,i ask if u meeting da ge tmr nite...
0,hi darlin did youphone me? im athome if youwanna chat.
0,"cool breeze... bright sun... fresh flower... twittering birds... all these waiting to wish u: ""goodmorning &amp; have a nice day"" :)"
0,that sucks. so what do you got planned for your yo valentine? i am your yo valentine aren't i?
0,yes..gauti and sehwag out of odi series.
0,"hey, i missed you tm of last night as my phone was on the charge ... *smiles* ... i am meeting a friend shortly"
0,ok chinese food on its way. when i get fat you're paying for my lipo.
0,are you there in room.
0,"hey. what happened? u switch off ur cell d whole day. this isnt good. now if u do care, give me a call tomorrow."
1,"loan for any purpose £500 - £75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'"
0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
1,"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available"
0,hi here. have birth at on the  to  at 8lb 7oz. mother and baby doing brilliantly.
0,except theres a chick with huge boobs.
0,haha... yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
0,"don't think about ""what u have got"" think about ""how to use it that you have got"" good ni8"
0,"vikky, come around  &lt;time&gt; .."
1,"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!"
0,k:)k..its good:)when are you going?
0,near kalainar tv office.thenampet
0,"aight yo, dats straight dogg"
1,"final chance! claim ur £150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. £3.00 subs 16"
0,i guess it is useless calling u 4 something important.
0,sorry i din lock my keypad.
0,check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
0,about  &lt;#&gt; bucks. the banks fees are fixed. better to call the bank and find out.
0,slaaaaave ! where are you ? must i summon you to me all the time now ? don't you wish to come to me on your own anymore?
1,you have 1 new voicemail. please call 08719181513.
0,captain vijaykanth is doing comedy in captain tv..he is drunken :)
0,this pay is  &lt;decimal&gt;  lakhs:)
0,ok... let u noe when i leave my house.
0,"you know, wot people wear. t shirts, jumpers, hat, belt, is all we know. we r at cribbs"
0,i cant pick the phone right now. pls send a message
0,hello beautiful r u ok? i've kinda ad a row wiv and he walked out the pub?? i wanted a night wiv u miss u
0,i keep ten rs in my shelf:) buy two egg.
0,"haha awesome, be there in a minute"
0,y?where u at dogbreath? its just sounding like jan c thats al!!!!!!!!!
0,"dear relieved of westonzoyland, all going to plan this end too!"
0,ok then i will come to ur home after half an hour
0,aww you must be nearly dead!well jez iscoming over todo some workand that whilltake forever!
1,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts&cs www.smsco.net £1.50pm approx 3mins
1,as a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts
0,"didn't try, g and i decided not to head out"
0,i'm coming back on thursday. yay. is it gonna be ok to get the money. cheers. oh yeah and how are you. everything alright. hows school. or do you call it work now
0,"he said that he had a right giggle when he saw u again! you would possibly be the first person2die from nvq, but think how much you could for!"
0,ummmmmaah many many happy returns of d day my dear sweet heart.. happy birthday dear
0,i will vote for wherever my heart guides me
0,"to the wonderful okors, have a great month. we cherish you guys and wish you well each day. mojibiola"
0,"no, but you told me you were going, before you got drunk!"
0,it's still not working. and this time i also tried adding zeros. that was the savings. the checking is  &lt;#&gt;
0,call me when u finish then i come n pick u.
0,who u talking about?
0,hi princess! thank you for the pics. you are very pretty. how are you?
1,rgent! this is the 2nd attempt to contact u!u have won £1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max£7. 50
0,i‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. no that‘s silly a frying pan isn‘t likely to be a book
0,nutter. cutter. ctter. cttergg. cttargg. ctargg. ctagg. ie you
0,"i think i‘m waiting for the same bus! inform me when you get there, if you ever get there."
0,"sorry, i'll call later"
0,i think asking for a gym is the excuse for lazy people. i jog.
0,thought we could go out for dinner. i'll treat you! seem ok?
0,i.ll hand her my phone to chat wit u
0,ok lor. i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
0,i've been barred from all b and q stores for life!?this twat in orange dungerees came up to me and asked if i wanted decking? so i got the first punch in!!
0,hello. they are going to the village pub at 8 so either come here or there accordingly. ok?
0,7 lor... change 2 suntec... wat time u coming?
0,this is a long fuckin showr
0,i have 2 docs appointments next week.:/ i'm tired of them shoving stuff up me. ugh why couldn't i have had a normal body?
0,i enjoy watching and playing football and basketball. anything outdoors. and you?
0,sorry da thangam.it's my mistake.
0,don know..he is watching film in computer..
0,ok then i will come to ur home after half an hour
1,text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones
0,"yeah, that's fine! it's £6 to get in, is that ok?"
1,"hi, this is mandy sullivan calling from hotmix fm...you are chosen to receive £5000.00 in our easter prize draw.....please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
0,if u dun drive then how i go 2 sch.
1,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points. to claim call 08719181259 identifier code: xxxxx expires 26.03.05
0,they don't put that stuff on the roads to keep it from getting slippery over there?
0,why didn't u call on your lunch?
0,later i guess. i needa do mcat study too.
0,he didn't see his shadow. we get an early spring yay
0,r ü going 4 today's meeting?
0,i'm fine. hope you are good. do take care.
0,send me your resume:-)
0,have you finished work yet? :)
0,"i have 2 sleeping bags, 1 blanket and paper and  phone details. anything else?"
0,"dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving gopalettan. we are planning to give a small gift on that day. those who like to participate in that you are welcome. please contact our admin team for more details"
0,kaiez... enjoy ur tuition... gee... thk e second option sounds beta... i'll go yan jiu den msg u...
0,hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! hope to see you soon love and kisses xxx
0,did u turn on the heater? the heater was on and set to &lt;#&gt; degrees.
0,&lt;#&gt; ish minutes was 5 minutes ago. wtf.
0,1. tension face 2. smiling face 3. waste face 4. innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face  &lt;#&gt; .joker face.
0,"today is ""song dedicated day.."" which song will u dedicate for me? send this to all ur valuable frnds but first rply me..."
0,miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though i am miles away from u.. :-)keep smiling.. good nyt
1,do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.
0,"i'm eatin now lor, but goin back to work soon... e mountain deer show huh... i watch b4 liao, very nice..."
0,have you started in skye
0,do you think i can move  &lt;#&gt;  in a week
0,"science tells that chocolate will melt under the sunlight. please don't walk under the sunlight. bcoz,i don't want to loss a sweet friend."
0,send this to ur friends and receive something about ur voice..... how is my speaking expression? 1.childish 2.naughty 3.sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
0,i'm at home. please call
0,"cool, text me when you're ready"
0,"nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? it is very champlaxigating, i think it is atrocious.. wotz ur opinion???? junna"
0,not..tel software name..
0,am i the only one who doesn't stalk profiles?
0,do not b late love mum
0,ok lor. i'm in town now lei.
1,you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt
0,but if she.s drinkin i'm ok.
0,"sorry man, accidentally left my phone on silent last night and didn't check it til i got up"
0,sorry sent blank msg again. yup but trying 2 do some serious studying now.
0,are you planning to come chennai?
0,sian... aft meeting supervisor got work 2 do liao... u working now?
1,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide"
0,i'm freezing and craving ice. fml
1,free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+
1,freemsg:feelin kinda lnly hope u like 2 keep me company! jst got a cam moby wanna c my pic?txt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242
0,"helloooo... wake up..! ""sweet"" ""morning"" ""welcomes"" ""you"" ""enjoy"" ""this day"" ""with full of joy"".. ""gud mrng""."
1,we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed
0,we can make a baby in yo tho
0,"* was really good to see you the other day dudette, been missing you!"
0,i've reached home n i bathe liao... u can call me now...
0,hello my little party animal! i just thought i'd buzz you as you were with your friends ...*grins*... reminding you were loved and send a naughty adoring kiss
0,lmao ok i wont be needing u to do my hair anymore.
0,moji i love you more than words. have a rich day
0,that seems unnecessarily hostile
0,nope... juz off from work...
1,rt-king pro video club>> need help? info@ringtoneking.co.uk or call 08701237397 you must be 16+ club credits redeemable at www.ringtoneking.co.uk! enjoy!
0,message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com
0,same to u...
1,"shop till u drop, is it you, either 10k, 5k, £500 cash or £100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary"
0,gonna let me know cos comes bak from holiday that day.  is coming. don't4get2text me  number.
0,"yup. anything lor, if u dun wan it's ok..."
0,"aight that'll work, thanks"
0,from 5 to 2 only my work timing.
1,"you have been selected to stay in 1 of 250 top british hotels - for nothing! holiday worth £350! to claim, call london 02072069400. bx 526, sw73ss"
0,why nothing. ok anyway give me treat
0,"sorry to trouble u again. can buy 4d for my dad again? 1405, 1680, 1843. all 2 big 1 small, sat n sun. thanx."
0,only 2% students solved this cat question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? tell me the answer if u r brilliant...1thing.i got d answr.
0,"'wnevr i wana fal in luv vth my books, my bed fals in luv vth me..!'' . yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) gud eveb-)."
0,the guy did some bitching but i acted like i'd be interested in buying something else next week and he gave it to us for free
0,how much is torch in 9ja.
0,what's a feathery bowa? is that something guys have that i don't know about?
0,it's really getting me down just hanging around.
1,you are being ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3
0,lol they don't know about my awesome phone. i could click delete right now if i want.
0,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. that  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. every dime so for me to expect anything from you is not practical. something like that.
0,"you are always putting your business out there. you put pictures of your ass on facebook. you are one of the most open people i've ever met. why would i think a picture of your room would hurt you, make you feel violated."
0,"i know where the  &lt;#&gt;  is, i'll be there around 5"
0,"k so am i, how much for an 8th? fifty?"
0,lol no. just trying to make your day a little more interesting
0,"did you say bold, then torch later. or one torch and 2bold?"
0,oh wow thats gay. will firmware update help
0,i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0,"like  &lt;#&gt; , same question"
0,were somewhere on fredericksburg
0,i dont thnk its a wrong calling between us
0,hi. i'm sorry i missed your call. can you pls call back.
0,get down in gandhipuram and walk to cross cut road. right side &lt;#&gt; street road and turn at first right.
0,ha... both of us doing e same thing. but i got tv 2 watch. u can thk of where 2 go tonight or u already haf smth in mind...
0,anything lor... u decide...
1,hard live 121 chat just 60p/min. choose your girl and connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx
0,k tell me anything about you.
0,ey! calm downon theacusations.. itxt u cos iwana know wotu r doin at thew/end... haventcn u in ages..ring me if ur up4 nething sat.love j xxx.
0,i went to project centre
1,"sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae"
0,good morning plz call me sir
0,honey boo i'm missing u.
0,you know there is. i shall speak to you in  &lt;#&gt;  minutes then
0,then we gotta do it after that
0,"chinatown got porridge, claypot rice, yam cake, fishhead beehoon... either we eat cheap den go cafe n tok or go nydc or somethin..."
0,it's ok i wun b angry. msg u aft i come home tonight.
0,"how about clothes, jewelry, and trips?"
0,the 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
0,you are right. meanwhile how's project twins comin up
0,dear are you angry i was busy dear
0,got smaller capacity one? quite ex...
1,i am hot n horny and willing i live local to you - text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk: 02085076972 reply stop to end
0,first answer my question.
0,"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da."
1,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise awaiting you!
0,howz pain.it will come down today.do as i said ystrday.ice and medicine.
0,no need lar i go engin? cos my sis at arts today...
1,"well done! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins"
0,"not for possession, especially not first offense"
0,when did i use soc... i use it only at home... ü dunno how 2 type it in word ar...
0,wa... u so efficient... gee... thanx...
1,eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+
0,does daddy have a bb now.
0,aiya we discuss later lar... pick ü up at 4 is it?
0,oh k:)after that placement there ah?
0,if i not meeting ü all rite then i'll go home lor. if ü dun feel like comin it's ok.
0,he remains a bro amongst bros
0,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
0,"hey sexy buns ! have i told you ? i adore you, loverboy. i hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
0,that day you asked about anand number. why:-)
0,convey my regards to him
1,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
1,-pls stop bootydelious (32/f) is inviting you to be her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468
0,"sorry, i'll call later"
1,you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+
0,if you hear a loud scream in about &lt;#&gt; minutes its cause my gyno will be shoving things up me that don't belong :/
0,"garbage bags, eggs, jam, bread, hannaford wheat chex"
0,ok i msg u b4 i leave my house.
0,i think it's all still in my car
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
0,"yes..but they said its it.,"
0,what about this one then.
0,anything is valuable in only 2 situations: first- before getting it... second- after loosing it...
0,did u fix the teeth?if not do it asap.ok take care.
0,i've not sent it. he can send me.
0,true. its easier with her here.
0,aiyar u so poor thing... i give u my support k... jia you! i'll think of u...
0,pass dis to all ur contacts n see wat u get! red;i'm in luv wid u. blue;u put a smile on my face. purple;u r realy hot. pink;u r so swt. orange;i thnk i lyk u. green;i realy wana go out wid u. yelow;i wnt u bck. black;i'm jealous of u. brown;i miss you nw plz giv me one color
0,dunno he jus say go lido. same time 930.
0,"babe, i need your advice"
0,nothing spl..wat abt u and whr ru?
0,"hi hope u get this txt~journey hasnt been gd,now about 50 mins late i think."
0,can you please send me my aunty's number
0,you can jot down things you want to remember later.
0,"mon okie lor... haha, best is cheap n gd food la, ex oso okie... depends on whether wana eat western or chinese food... den which u prefer..."
0,"not that i know of, most people up here are still out of town"
0,was doing my test earlier. i appreciate you. will call you tomorrow.
0,s:)but he had some luck.2 catches put down:)
0,dude got a haircut. now its breezy up there
0,whore you are unbelievable.
0,"my life means a lot to me, not because i love my life, but because i love the people in my life, the world calls them friends, i call them my world:-).. ge:-).."
0,im gonna miss u so much
0,i'm on da bus going home...
0,huh? 6 also cannot? then only how many mistakes?
0,i probably won't eat at all today. i think i'm gonna pop. how was your weekend? did u miss me?
0,ok. i only ask abt e movie. u wan ktv oso?
0,"sorry, got a late start, we're on the way"
0,"same, i'm at my great aunts anniversary party in tarpon springs"
0,i'm going for bath will msg you next  &lt;#&gt;  min..
0,unlimited texts. limited minutes.
0,"great. i'm in church now, will holla when i get out"
0,just finished. missing you plenty
0,u dun say so early hor... u c already then say...
0,shuhui has bought ron's present it's a swatch watch...
0,sorry im stil fucked after last nite went tobed at 430 got up 4 work at 630
1,text & meet someone sexy today. u can find a date or even flirt its up to u. join 4 just 10p. reply with name & age eg sam 25. 18 -msg recd@thirtyeight pence
0,also hi wesley how've you been
0,ok pa. nothing problem:-)
1,"someone u know has asked our dating service 2 contact you! cant guess who? call 09058095107 now all will be revealed. pobox 7, s3xy 150p"
0,armand says get your ass over to epsilon
0,go where n buy? juz buy when we get there lar.
0,love you aathi..love u lot..
0,is it ok if i stay the night here? xavier has a sleeping bag and i'm getting tired
1,"your free ringtone is waiting to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney. fml, po box 5249, mk17 92h. 450ppw 16"
0,pls confirm the time to collect the cheque.
0,"sorry vikky, i'm watching olave mandara movie kano in trishul theatre wit my frnds.."
0,hey gorgeous man. my work mobile number is. have a good one babe. squishy mwahs.
1,free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+
0,thanks  and ! or bomb and date as my phone wanted to say!
0,"thanks again for your reply today. when is ur visa coming in. and r u still buying the gucci and bags. my sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. later sha."
0,"i met you as a stranger and choose you as my friend. as long as the world stands, our friendship never ends. lets be friends forever!!! gud nitz..."
0,"if we hit it off, you can move in with me :)"
0,jesus christ bitch i'm trying to give you drugs answer your fucking phone
0,nokia phone is lovly..
0,i dnt wnt to tlk wid u
0,yes! how is a pretty lady like you single?
1,enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only help? call: 09701213186
0,"the fact that you're cleaning shows you know why i'm upset. your priority is constantly ""what i want to do,"" not ""what i need to do."""
0,u calling me right? call my hand phone...
1,show ur colours! euro 2004 2-4-1 offer! get an england flag & 3lions tone on ur phone! click on the following service message for info!
0,sent me ur email id soon
0,why you keeping me away like this
0,i'm in office now da:)where are you?
0,then u better go sleep.. dun disturb u liao.. u wake up then msg me lor..
0,thanks honey but still haven't heard anything i will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
0,yes. nigh you cant aha.
0,i am in bus on the way to calicut
0,good afternoon my boytoy. how goes that walking here and there day ? did you get that police abstract? are you still out and about? i wake and miss you babe
0,nothing lor... a bit bored too... then y dun u go home early 2 sleep today...
0,"sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. i have some bills that i can't settle this month. i am out of all extra cash. i know this is a challenging time for you also but i have to let you know."
0,lol where do u come up with these ideas?
0,just come home. i don't want u to be miserable
1,25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.
0,saw guys and dolls last night with patrick swayze it was great
1,"sms. ac sun0819 posts hello:""you seem cool, wanted to say hi. hi!!!"" stop? send stop to 62468"
0,i always chat with you. in fact i need money can you raise me?
0,going for dinner.msg you after.
0,"dont give a monkeys wot they think and i certainly don't mind. any friend of mine&all that! just don't sleep wiv , that wud be annoyin!"
1,500 free text msgs. just text ok to 80488 and we'll credit your account
1,urgent! we are trying to contact u. todays draw shows that you have won a £2000 prize guaranteed. call 09058094507 from land line. claim 3030. valid 12hrs only
0,wait  &lt;#&gt;  min..
0,dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.
0,"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da."
0,"hi. hope ur day * good! back from walk, table booked for half eight. let me know when ur coming over."
0,yeah i can still give you a ride
0,may b approve panalam...but it should have more posts..
0,we are okay. going to sleep now. later
0,was the farm open?
1,"england v macedonia - dont miss the goals/team news. txt ur national team to 87077 eg england to 87077 try:wales, scotland 4txt/ú1.20 poboxox36504w45wq 16+"
0,i told your number to gautham..
0,i'm watching lotr w my sis dis aft. so u wan 2 meet me 4 dinner at nite a not?
0,"don't worry, * is easy once have ingredients!"
0,how i noe... did ü specify da domain as nusstu... ü still in sch...
0,hey i've booked the 2 lessons on sun liao...
0,aww that's the first time u said u missed me without asking if i missed u first. you do love me! :)
0,"have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. have a great morning"
1,you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386
1,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1
1,as one of our registered subscribers u can enter the draw 4 a 100 g.b. gift voucher by replying with enter. to unsubscribe text stop
1,"xxxmobilemovieclub: to use your credit, click the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl"
1,"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
0,sorry de i went to shop.
0,good morning plz call me sir
0,dont worry. i guess he's busy.
0,ay wana meet on sat?ü wkg on sat?
0,hi. || do u want | to join me with sts later? || meeting them at five. || call u after class.
0,"honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)"
0,"short but cute : "" be a good person , but dont try to prove"" ..... gud mrng..."
0,"mmmmm ... i loved waking to your words this morning ! i miss you too, my love. i hope your day goes well and you are happy. i wait for us to be together again"
0,"its ok chikku, and its my 1 of favourite song..:-)"
0,i told her i had a dr appt next week. she thinks i'm gonna die. i told her its just a check. nothing to be worried about. but she didn't listen.
0,"customer place, i wil cal u sir."
0,"good afternon, my love. how are today? i hope your good and maybe have some interviews. i wake and miss you babe. a passionate kiss from across the sea"
0,did you show him and wot did he say or could u not c him 4 dust?
0,"it‘s £6 to get in, is that ok?"
0,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow
0,sent me de webadres for geting salary slip
0,just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
0,"party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
0,* will be september by then!
0,"babe! how goes that day ? what are you up to ? i miss you already, my love ... * loving kiss* ... i hope everything goes well."
0,boy you best get yo ass out here quick
1,am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1/minmobsmore lkpobox177hp51fl
0,so no messages. had food?
0,alrite hunny!wot u up 2 2nite? didnt end up goin down town jus da pub instead! jus chillin at da mo in me bedroom!love jen xxx.
1,"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. help08718728876"
0,"every king was once a crying baby and every great building was once a map.. not imprtant where u r today, but where u wil reach tomorw. gud ni8"
0,hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
0,lol u still feeling sick?
0,bishan lar nearer... no need buy so early cos if buy now i gotta park my car...
0,i place all ur points on e cultures module already.
1,win urgent! your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
0,now am free call me pa.
1,"urgent! your mobile number *************** won a £2000 bonus caller prize on 10/06/03! this is the 2nd attempt to reach you! call 09066368753 asap! box 97n7qp, 150ppm"
0,getting tickets 4 walsall tue 6 th march. my mate is getting me them on sat. ill pay my treat. want 2 go. txt bak .terry
0,thanks for looking out for me. i really appreciate.
0,see the forwarding message for proof
0,you bad girl. i can still remember them
0,ok...
0,for real tho this sucks. i can't even cook my whole electricity is out. and i'm hungry.
0,"oh... icic... k lor, den meet other day..."
1,this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18 only
0,eatin my lunch...
0,no da. . vijay going to talk in jaya tv
0,"think i might have to give it a miss. am teaching til twelve, then have lecture at two. damn this working thing."
0,life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
0,"i didnt get ur full msg..sometext is missing, send it again"
0,"yeah there's quite a bit left, i'll swing by tomorrow when i get up"
0,hello u.call wen u finish wrk.i fancy meetin up wiv u all tonite as i need a break from dabooks. did 4 hrs last nite+2 today of wrk!
1,congrats! nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx
0,"cool, text me when you're parked"
0,are you angry with me. what happen dear
0,okie ü wan meet at bishan? cos me at bishan now. i'm not driving today.
0,yes:)sura in sun tv.:)lol.
0,tessy..pls do me a favor. pls convey my birthday wishes to nimya..pls dnt forget it. today is her birthday shijas
0,"ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
0,"isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. i jst did it.. takecare..:) goodmorning"
1,ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/meg. cc: 08718720201 hg/suite342/2lands row/w1j6hl
0,watching tv lor. nice one then i like lor.
0,ok lor wat time ü finish?
0,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
0,our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
1,no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
0,hey anyway i have to :-)
